ts_hour,search_term_normalized,total_search_impression,total_search_click
2025-07-08 22:00:00+00:00,kadin_tulum,0.016415993324373507,0.000389488197417722
2025-06-30 03:00:00+00:00,mucevher_taki,0.0007497528031472755,2.3953763678826692e-06
2025-07-11 05:00:00+00:00,canta_kahverengi,0.00011449899038479159,4.7907527357653384e-06
2025-06-22 09:00:00+00:00,stiletto,0.0021155964081139736,7.138221576290354e-05
2025-06-10 21:00:00+00:00,ayakkabisi_basketbol,0.002271295872026347,9.533597944173023e-05
2025-06-22 01:00:00+00:00,elbise_mini,0.013795451577909868,0.0004527261335298245
2025-06-24 08:00:00+00:00,boncuk_kolye,0.00045607966044486023,8.144279650801075e-06
2025-06-07 10:00:00+00:00,ayakkabi_bordo_topuklu,0.0006836404153937138,3.25771186032043e-05
2025-07-01 10:00:00+00:00,bebek_kiz_mayo,0.0021002659993595244,5.509365646130139e-05
2025-07-11 10:00:00+00:00,baglamali_boyundan_elbise,0.0013634482285988154,3.8805097159699244e-05
2025-06-13 05:00:00+00:00,bel_zinciri,5.7489032829184065e-06,4.790752735765338e-07
2025-07-02 10:00:00+00:00,celik_kupe,0.00717750574872363,0.00019067195888346046
2025-06-16 10:00:00+00:00,bebek_giyim_kiz,0.0024322651639480625,5.7968108102760594e-05
2025-06-24 12:00:00+00:00,etekli_takim,0.00436341759173507,0.00010779193655472011
2025-07-01 13:00:00+00:00,beyaz_elbise_tesettur,0.0059985015004517805,0.00023187243241104238
2025-07-11 06:00:00+00:00,bayan_elbise_yazlik,0.0002543889702691395,4.7907527357653384e-06
2025-07-01 09:00:00+00:00,ayakkabi_kisa_topuklu,0.004437674259139433,8.288002232874036e-05
2025-07-06 01:00:00+00:00,etekli_mayo,0.009146505123123184,0.0002788218092215427
2025-07-05 21:00:00+00:00,kadin_sort,0.022926147217005026,0.0007449620504115101
2025-07-02 06:00:00+00:00,beden_buyuk_elbise_tesettur,0.0003890091221441455,9.102430197954142e-06
2025-06-25 01:00:00+00:00,beyaz_etek,0.0045378009913169285,0.0002165420236565933
2025-06-28 02:00:00+00:00,etekli_ikili_takim_tesettur,0.00048817770377448797,1.1976881839413346e-05
2025-07-02 06:00:00+00:00,abiye_elbise_kisa,0.0007286734911099079,1.9642086216637886e-05
2025-06-27 07:00:00+00:00,cocuk_kiz_takim,0.0010017463970485323,2.874451641459203e-05
2025-07-05 18:00:00+00:00,askili_elbise,0.005723991368692427,0.00017150894794039912
2025-07-03 10:00:00+00:00,erkek_esofman_takimi,0.0026837796825757427,9.294060307384756e-05
2025-06-11 16:00:00+00:00,elbise_pembe_tesettur,0.0012518236898554828,5.174012954626566e-05
2025-06-28 22:00:00+00:00,mayo_sort,0.002069605181850626,6.323793611210247e-05
2025-07-06 05:00:00+00:00,tsort,0.0002165420236565933,1.1018731292260278e-05
2025-06-26 22:00:00+00:00,tulum,0.030542964991598337,0.0008163442661744137
2025-06-29 03:00:00+00:00,ikili_kadin_takim,0.00108223104300939,2.7307290593862427e-05
2025-06-16 23:00:00+00:00,gomlek_kadin_tesettur,0.007194273383298809,0.00014228535625223054
2025-07-03 21:00:00+00:00,dugun_elbisesi,0.007269488201250325,0.00013797367879004175
2025-06-09 19:00:00+00:00,kadin,0.013540104457093576,0.0003411015947864921
2025-06-15 10:00:00+00:00,deniz_kadin_sortu,0.0035719852397866365,0.00014420165734653668
2025-07-05 08:00:00+00:00,deniz_erkek_sortu,0.0025625736383608796,8.958707615881182e-05
2025-07-09 10:00:00+00:00,erkek_gumus_yuzuk,0.001293982313930218,3.018174223532163e-05
2025-07-06 05:00:00+00:00,bayan_saat,0.0001667181952046338,4.311677462188805e-06
2025-07-09 16:00:00+00:00,elbise_kot,0.008013492101114681,0.00015665761445952657
2025-07-09 07:00:00+00:00,elbise_kadin_sik,0.0002855288630516142,1.916301094306135e-06
2025-07-05 19:00:00+00:00,cuzdan_kadin,0.008609940816717466,0.0002946312932495683
2025-06-24 16:00:00+00:00,erkek_tshirt,0.004556484926986413,0.00012216419476201613
2025-06-13 02:00:00+00:00,abiye_saten_tesettur,0.000297026669617451,3.83260218861227e-06
2025-06-09 07:00:00+00:00,gomlek_kadin_tesettur,0.0008896427830316233,4.7907527357653384e-06
2025-06-26 11:00:00+00:00,elbisesi_kadin_plaj,0.005664586034768936,9.05452267059649e-05
2025-06-21 21:00:00+00:00,kimono_plaj,0.0014496817778425913,4.0721398254005375e-05
2025-06-27 22:00:00+00:00,bileklik_italyan,0.004287244623236402,0.00014084813043150094
2025-06-17 00:00:00+00:00,butik_imaj,0.0006395654902246726,1.1018731292260278e-05
2025-06-12 04:00:00+00:00,takim,0.0021299686663212693,5.4135505914148325e-05
2025-06-18 06:00:00+00:00,gumus_yuzuk,8.383817287589342e-05,2.3953763678826692e-06
2025-06-11 07:00:00+00:00,abiye_elbise_kadin,0.0044256973773000195,4.694937681050032e-05
2025-07-05 12:00:00+00:00,elbisesi_tatil,0.002552033982342196,8.240094705516382e-05
2025-06-18 04:00:00+00:00,bluz_straplez,0.0005796810810276059,2.491191422597976e-05
2025-06-30 14:00:00+00:00,elbise_tesettur_viskon,0.004752426713879216,0.00013701552824288868
2025-07-02 06:00:00+00:00,pantolon,0.002000618342455605,7.377759213078621e-05
2025-06-23 15:00:00+00:00,baglamali_bluz_boyundan,0.002726896457197631,5.2698280093418724e-05
2025-07-04 16:00:00+00:00,elbise_midi,0.010296285779706866,0.00020025346435499115
2025-06-17 15:00:00+00:00,kolye_y,0.008690904537951901,0.0003439760464279513
2025-07-07 10:00:00+00:00,gomlek_saten,0.0010046208486899915,3.928417243327577e-05
2025-06-21 00:00:00+00:00,etek_pantolon,0.001544538682010745,4.8865677904806455e-05
2025-06-09 22:00:00+00:00,ayakkabi_kalin_topuklu,0.0030526676432296737,5.317735536699526e-05
2025-06-23 14:00:00+00:00,bordo_elbise,0.004115256600022425,0.00011545714093194465
2025-06-09 10:00:00+00:00,cantasi_omuz,0.026541728306687128,0.000438832950596105
2025-06-07 04:00:00+00:00,bileklik_charm_italyan,0.0002701984542971651,1.1497806565836813e-05
2025-06-12 01:00:00+00:00,elbisesi_kadin_plaj,0.003465151453779069,7.856834486655155e-05
2025-06-25 09:00:00+00:00,abiye_elbise_sifon,0.0011742134955360845,3.6888796065393106e-05
2025-07-05 03:00:00+00:00,elbise_kadin_tesettur,0.0013423689165614479,0.0012293071519973858
2025-06-21 12:00:00+00:00,beyaz_crop,0.0017376060172620883,4.790752735765338e-05
2025-07-02 09:00:00+00:00,etekli_ikili_takim_tesettur,0.0011933765064791458,1.7725785122331752e-05
2025-06-09 02:00:00+00:00,bandana,0.0026358721552180893,6.419608665925553e-05
2025-06-08 14:00:00+00:00,bluz_omuz_tek,0.0020652935043884374,4.359584989546458e-05
2025-06-12 00:00:00+00:00,crop_tisort,0.004041479007891639,0.0001216851194884396
2025-07-02 09:00:00+00:00,ceket_kadin,0.004755780240794251,9.773135580961291e-05
2025-07-10 13:00:00+00:00,arasi_kadin_parmak_terlik,0.0039878225772510675,0.00010300118381895478
2025-06-08 11:00:00+00:00,etekli_kadin_mayo,0.0012484701629404472,3.6888796065393106e-05
2025-06-11 16:00:00+00:00,ayakkabi_erkek_spor,0.05887356036982024,0.001662870274584149
2025-06-28 07:00:00+00:00,kadin_takim_tesettur,0.000545666736603672,9.581505471530677e-06
2025-06-08 10:00:00+00:00,bluz_kolsuz,0.0018497096312789971,3.8805097159699244e-05
2025-06-17 11:00:00+00:00,elbisesi_hamile,0.0034747329592506,4.455400044261765e-05
2025-06-07 15:00:00+00:00,celik_yuzuk,0.0014798635200779131,6.707053830071473e-05
2025-07-09 23:00:00+00:00,ayakkabi_siyah_topuklu,0.016528576013663993,0.00044554000442617646
2025-06-19 05:00:00+00:00,sandalet,0.007550226311566173,0.00017582062540258793
2025-07-02 11:00:00+00:00,elbise_simli,0.001713173178309685,4.0721398254005375e-05
2025-07-06 23:00:00+00:00,beyaz_elbise_tesettur,0.006356849805087028,0.0002634914004670936
2025-06-19 21:00:00+00:00,kadin_keten_pantolon,0.006550875290885523,0.00027786365867438965
2025-07-07 06:00:00+00:00,abiye_tasli,7.904742014012808e-05,1.916301094306135e-06
2025-07-10 02:00:00+00:00,pareo_tesettur,0.0007842462228447859,1.724670984875522e-05
2025-06-07 04:00:00+00:00,elbise_kot,0.0006620820280827698,1.3414107660142947e-05
2025-06-08 17:00:00+00:00,erkek_hediye,0.0012163721196108194,1.7725785122331752e-05
2025-06-28 19:00:00+00:00,gomlek_keten,0.00595155212364128,0.00026397047574067015
2025-07-10 02:00:00+00:00,sandalet_terlik,0.00041440011164370176,1.1018731292260278e-05
2025-07-04 11:00:00+00:00,elbise_puantiyeli,0.0018659981905805993,3.449341969751044e-05
2025-06-10 09:00:00+00:00,askili_crop,0.0008307165243817097,2.587006477313283e-05
2025-06-22 16:00:00+00:00,gomlek_kadin_keten,0.0021424246234342595,7.52148179515158e-05
2025-06-28 11:00:00+00:00,aksesuar,0.002937210502297729,3.2098043329627765e-05
2025-06-22 23:00:00+00:00,camasiri_ic,0.004018483394759966,0.00011018731292260278
2025-06-10 19:00:00+00:00,canta_clutch,0.00281265093116783,5.892625864991366e-05
2025-06-17 15:00:00+00:00,pijama,0.008617126945821113,0.0001897138083363074
2025-06-13 03:00:00+00:00,kadin_trenckot,0.0005207548223776923,6.22797855649494e-06
2025-06-15 18:00:00+00:00,ayakkabi_kadin_siyah_topuklu,0.0017361687914413586,4.838660263122992e-05
