update_date,original_price,selling_price,discounted_price,content_review_count,content_review_wth_media_count,content_rate_count,content_rate_avg,content_id_hashed
2025-07-08,0.009995346978130796,0.009995346978130796,0.009995346978130796,9.581505471530676e-07,4.790752735765338e-07,9.581505471530676e-07,5.0,464b9f2bff5bc2a5
2025-07-12,0.000696203272155379,0.000696203272155379,0.000696203272155379,0.0,0.0,4.790752735765338e-07,1.0,9c3b5311c94101b9
2025-07-12,0.0005112924030742944,0.0005112924030742944,0.0005112924030742944,3.832602188612271e-05,1.1018731292260278e-05,5.700995755560753e-05,3.9915966386554604,ad2805621c92d7a2
2025-07-12,0.0008953042079297772,0.0008953042079297772,0.0008953042079297772,0.0,0.0,4.790752735765338e-07,4.0,e1606424c6933bb7
2025-07-08,0.0016183076060457483,0.0016683078410468528,0.0016183076060457483,0.0,0.0,0.0,,6642a900586b0107
2025-07-06,0.0001453006829132097,0.0001453006829132097,0.0001453006829132097,4.790752735765338e-07,0.0,4.790752735765338e-07,3.0,85566498fe83cb2d
2025-07-12,0.00026230123281579425,0.00026230123281579425,0.00026230123281579425,1.916301094306135e-06,9.581505471530676e-07,2.8744516414592032e-06,4.5,f3de085ecb44e9ca
2025-07-06,0.000696293272578381,0.000696293272578381,0.000696293272578381,0.0,0.0,0.0,,3beaa99b928ece97
2025-07-12,0.00014620068714322958,0.00014620068714322958,0.00014620068714322958,2.3953763678826692e-06,0.0,4.311677462188805e-06,2.4444444444444446,b25eb2ae77167814
2025-07-08,0.0007463035076264858,0.0007463035076264858,0.0007463035076264858,4.790752735765338e-07,0.0,9.581505471530676e-07,5.0,3dba6cbabe51b9a5
2025-07-12,0.0016953079679474493,0.0016953079679474493,0.0016953079679474493,0.0,0.0,0.0,,6ac24aeef0e75afc
2025-07-10,0.00019188090184023868,0.00019188090184023868,0.00019188090184023868,2.6349140046709362e-05,9.581505471530677e-06,3.736787133896964e-05,4.28205128205128,f94caf4ad9ea1bb5
2025-07-08,0.0019953093779540763,0.0019953093779540763,0.0019953093779540763,0.0,0.0,0.0,,e12e4b616fdcc72d
2025-07-10,0.009796336042779399,0.009796336042779399,0.009796336042779399,0.0,0.0,0.0,,6901566142a13af9
2025-07-12,0.00014620068714322958,0.00014620068714322958,0.00014620068714322958,0.0,0.0,0.0,,739dfb63bd2ef780
2025-07-10,0.00012380058186273475,0.00012380058186273475,0.00012380058186273475,0.0007861625239390921,0.00020264884072287382,0.0014381839712767546,4.083277814790144,77e71ffc53f3282b
2025-07-06,0.0009953046779319862,0.0009953046779319862,0.0009953046779319862,1.628855930160215e-05,5.269828009341872e-06,2.1558387310944024e-05,4.666666666666667,e71b0c844adaf262
2025-07-06,0.0004253019989193949,0.0004253019989193949,0.0004253019989193949,1.8204860395908285e-05,0.0,2.874451641459203e-05,3.35,9f70163871d5097f
2025-07-06,0.0005453025629220457,0.0005453025629220457,0.0005453025629220457,0.0002869660888723438,6.850776412144434e-05,0.000524108349292728,4.46160877513711,649a1b4b4e5b70f4
2025-07-06,0.0005413925445449593,0.0005223824551975394,0.0005223824551975394,3.449341969751044e-05,1.0539656018683744e-05,5.126105427268912e-05,4.411214953271029,a7f1bc57e5af4ad7
2025-07-06,0.0052862248452567725,0.0052862248452567725,0.0052862248452567725,0.0,0.0,0.0,,8e3b97c4bb3dead5
2025-07-12,0.00046371217944724344,0.0004883122950677868,0.00046371217944724344,9.581505471530676e-07,0.0,9.581505471530676e-07,3.5,e054d13c7a1fffd6
2025-07-06,0.0003462016271476476,0.0003462016271476476,0.0003462016271476476,1.4372258207296016e-06,4.790752735765338e-07,2.8744516414592032e-06,4.5,762491c92f6d31c5
2025-07-12,0.001159305448735609,0.001159305448735609,0.001159305448735609,5.7489032829184065e-06,1.916301094306135e-06,6.22797855649494e-06,4.076923076923077,964dde5dd12904c2
2025-07-10,0.001196295622589426,0.001196295622589426,0.001196295622589426,4.790752735765338e-07,4.790752735765338e-07,4.790752735765338e-07,5.0,a40cf89ac0e9abb4
2025-07-10,0.0013963065626408442,0.0012963060926386354,0.0012963060926386354,0.0,0.0,4.790752735765338e-07,5.0,0b3611bd410f9285
2025-07-12,0.0007453035029264637,0.0007453035029264637,0.0007453035029264637,3.353526915035737e-06,9.581505471530676e-07,7.186129103648007e-06,4.733333333333332,d29df154a7d4e721
2025-07-06,0.00043030202241950535,0.00043030202241950535,0.00043030202241950535,0.0,0.0,0.0,,0ef5bc55bbe2e23e
2025-07-12,0.0003903018344186218,0.00039530185791873223,0.0003903018344186218,3.640972079181657e-05,7.66520437722454e-06,5.4135505914148325e-05,4.5398230088495595,f41d235e64f26389
2025-07-10,0.0002453011529154187,0.0002453011529154187,0.0002453011529154187,0.0,0.0,0.0,,585677aa80058a75
2025-07-10,0.0001962909225673361,0.0001962909225673361,0.0001962909225673361,1.4372258207296016e-06,9.581505471530676e-07,1.4372258207296016e-06,2.0,3f0ae5969734cc82
2025-07-08,0.0001962909225673361,0.0001962909225673361,0.0001962909225673361,2.3953763678826692e-06,4.790752735765338e-07,3.83260218861227e-06,4.499999999999999,fa97a3ba86b10cb1
2025-07-08,0.002286310745660505,0.0016863079256472504,0.0016863079256472504,6.036348447064326e-05,1.3893182933719482e-05,0.00010060580745107211,4.447619047619048,81300a7afb6e018a
2025-07-06,0.00018629087556711518,0.00018629087556711518,0.00018629087556711518,1.4372258207296016e-06,4.790752735765338e-07,4.7907527357653384e-06,2.8,449e23d26a8df1da
2025-07-10,0.0005953027979231502,0.0005953027979231502,0.0005953027979231502,0.0,0.0,0.0,,6a2bc55e515faa8a
2025-07-08,0.0004663021916203006,0.0004663021916203006,0.0004663021916203006,1.4372258207296016e-06,0.0,1.4372258207296016e-06,4.666666666666667,9bab2f154d3ad7df
2025-07-12,0.0002962513923815442,0.0002962513923815442,0.0002962513923815442,9.581505471530676e-07,0.0,1.4372258207296016e-06,4.666666666666667,576997aece998257
2025-07-12,0.009086342705810716,0.009086342705810716,0.009086342705810716,0.0,0.0,0.0,,969eb3f61e7a11d9
2025-07-06,0.0001251605882547648,0.0001251605882547648,0.0001251605882547648,1.1018731292260278e-05,4.7907527357653384e-06,1.9642086216637886e-05,4.390243902439024,5fc555381ea91e76
2025-07-06,0.002970883963154627,0.0034958164303372226,0.002970883963154627,9.581505471530676e-07,4.790752735765338e-07,1.916301094306135e-06,4.75,adbf2399178671ab
2025-07-06,0.001120055264259742,0.0007543035452266624,0.0007543035452266624,4.790752735765338e-07,0.0,4.790752735765338e-07,4.0,0ffaaba8fbcc5910
2025-07-06,0.0003962918625717541,0.0004962923325739631,0.0003962918625717541,1.916301094306135e-06,4.790752735765338e-07,5.269828009341872e-06,3.9090909090909087,f04981daa0271570
2025-07-12,0.0005761627079647274,0.0005761627079647274,0.0005761627079647274,0.0,0.0,0.0,,91d6e97f28f17a94
2025-07-06,0.0006982932819784252,0.0006982932819784252,0.0006982932819784252,2.8744516414592032e-06,1.4372258207296016e-06,6.707053830071474e-06,3.8571428571428568,50e1059cbd65d736
2025-07-08,8.643040622290923e-05,8.643040622290923e-05,8.643040622290923e-05,5.317735536699526e-05,2.2037462584520557e-05,7.713111904582195e-05,4.186335403726709,1277c795f7792b3a
2025-07-12,0.0007953037379275681,0.0007953037379275681,0.0007953037379275681,0.0,0.0,0.0,,af5747033b192cb7
2025-07-10,0.000415301951919174,0.000415301951919174,0.000415301951919174,4.790752735765338e-07,4.790752735765338e-07,4.790752735765338e-07,4.0,8462c3e2d43e5551
2025-07-12,0.00039129183907164365,0.00039129183907164365,0.00039129183907164365,4.790752735765338e-07,0.0,4.790752735765338e-07,5.0,22d8c5fbce69d066
2025-07-10,0.00036330170751802535,0.00036330170751802535,0.00036330170751802535,9.773135580961291e-05,4.263769934831151e-05,0.00014036905515792442,4.409556313993173,69b57124ef50bc8d
2025-07-06,0.0012413058341374204,0.0012413058341374204,0.0012413058341374204,1.1497806565836813e-05,3.83260218861227e-06,1.9642086216637886e-05,4.780487804878049,acf7d4dd8780fd78
2025-07-08,0.0018562987246040054,0.0018562987246040054,0.0018562987246040054,4.790752735765338e-07,4.790752735765338e-07,4.790752735765338e-07,5.0,e53b6eaac2fd5660
2025-07-12,0.0002953013879165232,0.00025418119465161484,0.00025418119465161484,6.22797855649494e-06,1.4372258207296016e-06,8.62335492437761e-06,4.944444444444445,3d3fe8402832de0d
2025-07-08,0.0013863065156406234,0.0013863065156406234,0.0013863065156406234,0.0,0.0,0.0,,98499f0cbae2cc81
2025-07-12,0.002356311074662051,0.002356311074662051,0.002356311074662051,9.581505471530676e-07,0.0,9.581505471530676e-07,5.0,86921e87e9ea9aaf
2025-07-12,0.0002453011529154187,0.0002453011529154187,0.0002453011529154187,4.2158624074734976e-05,9.581505471530677e-06,7.138221576290354e-05,3.583892617449665,619eb4aa4aa5ece2
2025-07-12,0.004721202189650291,0.004721202189650291,0.004721202189650291,0.0,0.0,0.0,,c56976be4eaf8fc9
2025-07-12,0.0003342915711703845,0.0003962918625717541,0.00032829154297025196,0.0004062558319929007,9.05452267059649e-05,0.0007526272547887347,4.497135582431566,e51bee667c363d3e
2025-07-12,0.00037620176814831026,0.00032396152261915634,0.00032396152261915634,0.0,0.0,0.0,,2e6879cd2a4b4d12
2025-07-12,0.010626349943844735,0.006996332882764549,0.006996332882764549,0.0,0.0,0.0,,7d74de294956badf
2025-07-12,0.0006563030846244976,0.0006563030846244976,0.0006563030846244976,0.0,0.0,0.0,,3340a9b8bda2a204
2025-07-06,0.00079629374258059,0.00079629374258059,0.00079629374258059,9.581505471530676e-07,4.790752735765338e-07,9.581505471530676e-07,3.0,d25f6364057e9b0f
2025-07-12,0.00079629374258059,0.0007767436506951582,0.0007767436506951582,0.0,0.0,0.0,,13ea89531b4d50d4
2025-07-06,0.0014762969385956114,0.0017462982076015755,0.0013962965625938441,0.0,0.0,0.0,,1cfcb7250b00ae93
2025-07-10,0.0015863074556450414,0.0011863055756362055,0.0011863055756362055,1.4372258207296016e-06,4.790752735765338e-07,1.916301094306135e-06,3.75,e7ad0f47ac0e993f
2025-07-12,0.000796203742157588,0.0007662936015799274,0.0007277934206290768,0.0,0.0,0.0,,2dedde0c579cf837
2025-07-10,0.003246315257681711,0.003246315257681711,0.003246315257681711,0.0,0.0,0.0,,1ab1808f1f70cdfd
2025-07-10,0.024746416308156646,0.024746416308156646,0.024746416308156646,0.0,0.0,0.0,,6faab3f728800ee5
2025-07-12,0.00010830050901239235,0.00010830050901239235,0.00010830050901239235,5.7489032829184065e-06,1.4372258207296016e-06,8.144279650801075e-06,3.4117647058823533,ac4320c7371db01d
2025-07-10,0.0007802936673802366,0.0007802936673802366,0.0007802936673802366,0.0,0.0,0.0,,c493b28a63314f77
2025-07-08,0.0005953027979231502,0.0005953027979231502,0.0005953027979231502,0.0,0.0,4.790752735765338e-07,5.0,26303a4778dcdc86
2025-07-08,0.00079629374258059,0.0007006532930704774,0.0007006532930704774,4.790752735765338e-07,0.0,4.790752735765338e-07,5.0,898412364b9270ad
2025-07-12,0.0005512925910751779,0.0005512925910751779,0.0005512925910751779,4.311677462188805e-06,0.0,9.102430197954142e-06,4.7368421052631575,25ade0cc52276048
2025-07-06,0.0013753064639403804,0.0013753064639403804,0.0013753064639403804,1.4372258207296016e-06,1.4372258207296016e-06,3.353526915035737e-06,4.285714285714286,2932339aeb195e21
2025-07-08,0.0002453011529154187,0.0002453011529154187,0.0002453011529154187,7.186129103648007e-06,9.581505471530676e-07,1.1497806565836813e-05,3.541666666666667,e6562941ec69248d
2025-07-10,0.0027963131426717706,0.0027963131426717706,0.0027963131426717706,0.0,0.0,0.0,,4711c3afb348f2f1
