ts_hour,total_search_impression,total_search_click,user_id_hashed,content_id_hashed
2025-07-05 12:00:00+00:00,4.790752735765338e-07,0.0,61e5a21740349223,167c69c06a4adee8
2025-07-04 17:00:00+00:00,0.0,4.790752735765338e-07,127631d27551594c,d381b1bb256d3a20
2025-06-15 23:00:00+00:00,4.790752735765338e-07,0.0,9a19f5739f727764,371d8ae47e99b8ea
2025-07-01 14:00:00+00:00,4.790752735765338e-07,0.0,fda8cd220a879eba,a2c6fb61103cd240
2025-07-07 10:00:00+00:00,4.790752735765338e-07,0.0,086cd81a3bdbd176,72764e8e8db8fa46
2025-07-03 09:00:00+00:00,4.790752735765338e-07,0.0,7cb86353674f3a24,17a604fa15e1e898
2025-07-04 00:00:00+00:00,4.790752735765338e-07,0.0,164edfa27ccfc1f0,0fe4d07041e9f8e5
2025-06-28 15:00:00+00:00,4.790752735765338e-07,0.0,7a61f842fdbbadb1,8771a227761b5689
2025-07-05 12:00:00+00:00,4.790752735765338e-07,0.0,8aa615afb0035196,ccae4a4e37dafb11
2025-06-15 14:00:00+00:00,4.790752735765338e-07,0.0,47de170d984d1f61,9208781a3b114843
2025-06-22 00:00:00+00:00,4.790752735765338e-07,0.0,55409c41d245d33b,e3f715d555384604
2025-06-27 01:00:00+00:00,4.790752735765338e-07,0.0,7fe87e1296f9331a,36c143ef20e1437a
2025-06-20 00:00:00+00:00,4.790752735765338e-07,0.0,bf286002590aa908,1842c629af09a4a0
2025-07-04 04:00:00+00:00,4.790752735765338e-07,0.0,5743dc5102a49cfb,782b9565985d1b94
2025-06-24 16:00:00+00:00,4.790752735765338e-07,0.0,2aefb54d124f24f8,44f3a397f0c3daba
2025-06-27 00:00:00+00:00,4.790752735765338e-07,0.0,bbe0f88d75692628,620258b6b62e44ce
2025-07-01 12:00:00+00:00,4.790752735765338e-07,0.0,bffdf92f76504d2e,fe410e2c14fb54c6
2025-07-06 09:00:00+00:00,4.790752735765338e-07,0.0,cfb1253720e0127b,349e3bf2f6531a70
2025-06-26 12:00:00+00:00,4.790752735765338e-07,0.0,c15c39c7c6a4ddb6,843c43c6175704c8
2025-06-11 14:00:00+00:00,4.790752735765338e-07,0.0,13fa4fc58ef3d6b1,c5e868cbace89908
2025-07-05 21:00:00+00:00,4.790752735765338e-07,0.0,6066c0a47b1a1f35,f1b2e97a227baa46
2025-07-03 23:00:00+00:00,4.790752735765338e-07,0.0,4837db69a697af27,7aff6f3508b11aae
2025-07-10 13:00:00+00:00,4.790752735765338e-07,0.0,5d0427a33ad66227,e2eab457a16fbbe0
2025-06-27 00:00:00+00:00,4.790752735765338e-07,0.0,3f6da5e9174d1cc5,329c40222d035c7e
2025-07-04 21:00:00+00:00,4.790752735765338e-07,0.0,776264a65c743c6b,2da6e32cdb776fd1
2025-07-02 22:00:00+00:00,4.790752735765338e-07,0.0,96d721656b78743a,10d6e57761616aad
2025-06-26 01:00:00+00:00,4.790752735765338e-07,0.0,7c4b63f58ca8923a,a7b75e28e0b9d505
2025-07-06 00:00:00+00:00,4.790752735765338e-07,0.0,fc6965fea6a6463b,6193130f16f69703
2025-06-29 22:00:00+00:00,4.790752735765338e-07,0.0,88f0a02173b0b012,9522bff6d468305f
2025-06-20 21:00:00+00:00,4.790752735765338e-07,0.0,a50a23e1e5261abb,d5dee39ae7ee2788
2025-06-10 15:00:00+00:00,4.790752735765338e-07,0.0,790a0333b3ceef1f,05a5c9c33f051678
2025-07-05 01:00:00+00:00,4.790752735765338e-07,0.0,0a2d1e04333c612b,b9ad886120131620
2025-07-09 16:00:00+00:00,4.790752735765338e-07,0.0,5d5bcdf0b0b70fe9,58b058d707de40e5
2025-06-16 01:00:00+00:00,4.790752735765338e-07,0.0,3a201d54bcadeb32,a76a54e96b0c9d63
2025-06-25 21:00:00+00:00,4.790752735765338e-07,0.0,6731c9c93bab526c,c2be997694e1470f
2025-07-08 23:00:00+00:00,4.790752735765338e-07,0.0,a7698ca7ba2cbb99,5852c9c7ee23b8f3
2025-06-29 19:00:00+00:00,4.790752735765338e-07,4.790752735765338e-07,cfb9b984a939aed4,8c447c9eb9a9c428
2025-06-28 10:00:00+00:00,4.790752735765338e-07,0.0,51229878c8faca72,d57d8b42591b52f1
2025-06-25 22:00:00+00:00,4.790752735765338e-07,0.0,8d629c762ef7c1eb,e155e95548d4d2e4
2025-06-23 14:00:00+00:00,4.790752735765338e-07,0.0,15172b599a4da4e8,c83bed5b8b14d970
2025-06-22 19:00:00+00:00,4.790752735765338e-07,0.0,15ef2ff2f20348d1,ee731454856189b5
2025-06-13 16:00:00+00:00,4.790752735765338e-07,0.0,fa23e75dd358b685,ba12beb18516a629
2025-07-04 02:00:00+00:00,4.790752735765338e-07,0.0,7f799573ca55d748,51fb5af004c47cdc
2025-07-04 11:00:00+00:00,4.790752735765338e-07,0.0,84a31abd4f7ba787,64e272697898941d
2025-07-04 22:00:00+00:00,4.790752735765338e-07,0.0,ea7a7339052a4470,3632d8ad0f97a868
2025-06-13 22:00:00+00:00,4.790752735765338e-07,0.0,afc427bf803b11a4,522bf85eee8af897
2025-07-04 23:00:00+00:00,4.790752735765338e-07,0.0,793205b188f5d304,bdbdcc41bf93d7d2
2025-06-25 19:00:00+00:00,4.790752735765338e-07,0.0,c7b49a1a045d8313,00f047c9c98d5174
2025-06-28 21:00:00+00:00,4.790752735765338e-07,0.0,47299f8cfc7b309f,047113c53489826f
2025-06-17 18:00:00+00:00,9.581505471530676e-07,0.0,c3362b15d124370d,5220824bbda41218
2025-07-08 01:00:00+00:00,4.790752735765338e-07,0.0,f1cef353ed894074,93cd1dcde99adfcb
2025-06-15 20:00:00+00:00,4.790752735765338e-07,0.0,686cdcd18f660d89,e024a0567cae6344
2025-06-26 20:00:00+00:00,4.790752735765338e-07,0.0,04df7fee79b21b57,4664795b928692f4
2025-06-23 13:00:00+00:00,4.790752735765338e-07,0.0,e7b8afc463811f26,42890de20e6bd815
2025-06-12 21:00:00+00:00,4.790752735765338e-07,0.0,605008690ee38ffd,d9565a274674ee11
2025-06-24 16:00:00+00:00,4.790752735765338e-07,0.0,8b0dbd924dc5abcc,97174a48580cd5f4
2025-06-26 23:00:00+00:00,4.790752735765338e-07,0.0,ac567e22997f7ff2,4a0e81a4a691f60f
2025-07-02 01:00:00+00:00,4.790752735765338e-07,0.0,699d7cae7bc37318,80050f3e4aaa45c7
2025-07-09 22:00:00+00:00,4.790752735765338e-07,0.0,1b6684c2506e90b5,40e30e6910525999
2025-07-04 08:00:00+00:00,4.790752735765338e-07,0.0,bf4120f5aef7d1af,28996e5f490b59f3
2025-06-24 10:00:00+00:00,4.790752735765338e-07,0.0,b064f95bff4a0fa4,f50dd6692e78dfd6
2025-06-24 19:00:00+00:00,4.790752735765338e-07,0.0,a4b049ad35860b52,c2e4ab602ed493e6
2025-07-04 05:00:00+00:00,4.790752735765338e-07,0.0,2338aae955d1c513,a959879f637fe80a
2025-06-20 07:00:00+00:00,4.790752735765338e-07,0.0,384287443495f1cf,fff97f5cdc7a2ef3
2025-06-29 14:00:00+00:00,4.790752735765338e-07,0.0,d2efdeea8e8729b6,0e9f8ca5a707927e
2025-06-24 17:00:00+00:00,4.790752735765338e-07,0.0,43285d852e48795c,5cdf82c5d1834722
2025-07-09 18:00:00+00:00,4.790752735765338e-07,0.0,717cc9ce9f737a4b,7bd143ecd2e0ea31
2025-06-12 12:00:00+00:00,4.790752735765338e-07,0.0,c2258fdd1c2ab43c,3161187ef449151f
2025-07-02 14:00:00+00:00,4.790752735765338e-07,0.0,d002490a5bf7c4f4,ffcf255f777bf3bc
2025-06-18 22:00:00+00:00,4.790752735765338e-07,0.0,a653ecde180ce805,35c74b009dee677f
2025-06-11 12:00:00+00:00,4.790752735765338e-07,0.0,847cc522897f6eb6,c423369a2a08a939
2025-06-19 15:00:00+00:00,9.581505471530676e-07,0.0,28011dd9c99d1c0a,6a83118a79d9846a
2025-07-01 17:00:00+00:00,4.790752735765338e-07,0.0,558c6af2aaaf5a98,a56c707a8717354d
2025-06-25 20:00:00+00:00,4.790752735765338e-07,0.0,42ec020375cf15a7,ebc32eab559c4fad
2025-06-25 14:00:00+00:00,4.790752735765338e-07,0.0,56d9bf50841d680d,72feeafadd591709
2025-06-16 15:00:00+00:00,4.790752735765338e-07,0.0,6fea4231efc39571,b9d402771daa0642
2025-06-16 21:00:00+00:00,4.790752735765338e-07,0.0,ba7e74564b4b5ccf,1d2a340ce790f5f3
2025-07-09 19:00:00+00:00,4.790752735765338e-07,0.0,908a4b7a41a40c78,e116f64bf7d8152c
2025-07-02 10:00:00+00:00,4.790752735765338e-07,0.0,4acd4e48c83aa496,45a3b04af331729c
2025-06-28 18:00:00+00:00,4.790752735765338e-07,0.0,d8688f68d6b693ab,5590aebe5d899870
2025-07-07 15:00:00+00:00,4.790752735765338e-07,0.0,6a45e692f152ccfa,29410710ff74d6ea
2025-06-29 12:00:00+00:00,4.790752735765338e-07,0.0,3153cc2daf67f27e,61fdd2dd0718ae70
2025-06-15 19:00:00+00:00,4.790752735765338e-07,0.0,812e1c946568e06e,05927cde916eec18
2025-07-07 21:00:00+00:00,4.790752735765338e-07,0.0,aaa181cf9e8dbbb8,1468890d55909b7b
2025-07-10 16:00:00+00:00,4.790752735765338e-07,0.0,66b07ba9cc682061,f289fea55902edf2
2025-06-30 18:00:00+00:00,4.790752735765338e-07,0.0,02b446fed03b8754,082449e77f0f8295
