ts_hour,total_click,total_cart,total_fav,total_order,user_id_hashed
2025-06-22 12:00:00+00:00,1.4372258207296016e-06,0.0,0.0,0.0,957161b655ba4427
2025-06-18 22:00:00+00:00,2.3953763678826692e-06,4.790752735765338e-07,9.581505471530676e-07,0.0,fe9b0f2b3c5f9404
2025-06-09 13:00:00+00:00,3.353526915035737e-06,4.790752735765338e-07,9.581505471530676e-07,0.0,ce02e76489bc6b11
2025-06-30 17:00:00+00:00,4.790752735765338e-07,0.0,0.0,0.0,d76bce6c7c731647
2025-06-27 21:00:00+00:00,2.8744516414592032e-06,0.0,0.0,0.0,480aa52af626fd1c
2025-06-26 22:00:00+00:00,6.22797855649494e-06,4.790752735765338e-07,0.0,0.0,80a511484e2d94e8
2025-06-26 13:00:00+00:00,1.4372258207296016e-06,0.0,0.0,0.0,86d07bb189bade5a
2025-06-22 10:00:00+00:00,9.581505471530676e-07,0.0,0.0,0.0,bfb1b286db991880
2025-06-16 21:00:00+00:00,9.581505471530676e-07,0.0,0.0,0.0,9de5eec5ab1ab199
2025-06-17 23:00:00+00:00,4.790752735765338e-07,0.0,0.0,0.0,ef3024515f9a712e
2025-06-24 21:00:00+00:00,6.707053830071474e-06,0.0,2.8744516414592032e-06,0.0,e48ef7c5352cb486
2025-07-05 13:00:00+00:00,4.790752735765338e-07,0.0,0.0,0.0,f1a5207c7ba00002
2025-06-15 10:00:00+00:00,8.144279650801075e-06,3.83260218861227e-06,4.790752735765338e-07,0.0,d03b4fae7ea90736
2025-07-04 14:00:00+00:00,2.3953763678826692e-06,0.0,0.0,0.0,64aed11e2faad2fe
2025-07-05 21:00:00+00:00,4.790752735765338e-07,0.0,0.0,0.0,cd1fddaf77f1edca
2025-06-28 18:00:00+00:00,4.790752735765338e-07,0.0,0.0,0.0,4a20b22784414d4c
2025-07-03 17:00:00+00:00,5.269828009341872e-06,0.0,2.8744516414592032e-06,0.0,2ccc9eacaab57d84
2025-07-11 14:00:00+00:00,1.4372258207296016e-06,0.0,0.0,0.0,9f97bb6588c27cec
2025-06-17 23:00:00+00:00,6.22797855649494e-06,0.0,0.0,0.0,4da3ec75a5b28e65
2025-06-19 11:00:00+00:00,1.4372258207296016e-06,0.0,0.0,0.0,870692f5bf324ee1
2025-07-01 11:00:00+00:00,1.4372258207296016e-06,0.0,2.3953763678826692e-06,0.0,346e1f6abe5fb12c
2025-07-04 11:00:00+00:00,1.4372258207296016e-06,4.790752735765338e-07,0.0,0.0,64f0f33959e51a62
2025-06-18 01:00:00+00:00,9.581505471530676e-07,0.0,0.0,0.0,c9e3b19c07a3acf4
2025-07-05 07:00:00+00:00,4.790752735765338e-07,0.0,0.0,0.0,f715931cd8a71ada
2025-06-17 21:00:00+00:00,0.0,0.0,4.790752735765338e-07,0.0,3b8ddc1b936ed5f2
2025-06-11 10:00:00+00:00,4.790752735765338e-07,0.0,0.0,0.0,51f728ac05dcd0e8
2025-06-26 20:00:00+00:00,9.581505471530676e-07,4.790752735765338e-07,0.0,4.790752735765338e-07,0567efe5dc6a6754
2025-06-12 19:00:00+00:00,6.707053830071474e-06,0.0,1.4372258207296016e-06,0.0,5eef3f446bb01900
2025-06-12 22:00:00+00:00,4.790752735765338e-07,0.0,0.0,0.0,f20d88f14ed3f43a
2025-07-02 02:00:00+00:00,4.790752735765338e-07,4.790752735765338e-07,0.0,0.0,1b39744abdab21f7
2025-06-07 09:00:00+00:00,9.581505471530676e-07,0.0,0.0,0.0,166e5cf5968f4738
2025-06-17 22:00:00+00:00,9.581505471530676e-07,0.0,0.0,0.0,bc9f34e94034296f
2025-06-24 12:00:00+00:00,7.186129103648007e-06,1.4372258207296016e-06,0.0,0.0,3e2bc4e0c19c9344
2025-07-06 01:00:00+00:00,4.790752735765338e-07,0.0,0.0,0.0,e132c18f1afb36ff
2025-06-22 23:00:00+00:00,1.724670984875522e-05,0.0,9.581505471530676e-07,0.0,4859734fc65ef8c3
2025-06-23 18:00:00+00:00,4.311677462188805e-06,0.0,1.2935032386566415e-05,0.0,c738f6bbc477e746
2025-06-25 15:00:00+00:00,1.4372258207296016e-06,9.581505471530676e-07,4.790752735765338e-07,2.8744516414592032e-06,6e49f36fada92266
2025-06-14 22:00:00+00:00,1.916301094306135e-06,0.0,0.0,0.0,9cd0ecefdc97a17d
2025-07-05 15:00:00+00:00,6.22797855649494e-06,1.916301094306135e-06,0.0,0.0,097d2f55e7d47e58
2025-06-28 11:00:00+00:00,1.4372258207296016e-06,0.0,0.0,0.0,0892a01b4cf9be3c
2025-06-22 11:00:00+00:00,4.790752735765338e-07,0.0,0.0,0.0,0aac387804dad4d3
2025-06-25 18:00:00+00:00,9.581505471530676e-07,0.0,0.0,0.0,a42108ed53ba9286
2025-06-22 19:00:00+00:00,3.83260218861227e-06,0.0,0.0,0.0,5d0427a33ad66227
2025-06-13 22:00:00+00:00,2.8744516414592032e-06,0.0,0.0,9.581505471530676e-07,8d33461e4269abab
2025-06-22 13:00:00+00:00,2.3953763678826692e-06,0.0,9.581505471530676e-07,0.0,93244715f4393bc4
2025-06-29 01:00:00+00:00,4.790752735765338e-07,0.0,0.0,0.0,9ad7064a0892201c
2025-06-21 20:00:00+00:00,1.4372258207296016e-06,0.0,0.0,0.0,cc1fcd8768853e60
2025-06-28 16:00:00+00:00,2.8265441141015496e-05,3.353526915035737e-06,9.581505471530676e-07,0.0,634dbe161cc47b66
2025-06-30 15:00:00+00:00,9.581505471530676e-07,0.0,0.0,0.0,fa052c8a5c778760
2025-07-01 03:00:00+00:00,1.1497806565836813e-05,0.0,6.707053830071474e-06,0.0,373114ed6b42ecfb
2025-06-20 21:00:00+00:00,9.581505471530676e-07,0.0,4.790752735765338e-07,0.0,45ceefb78061012f
2025-06-19 12:00:00+00:00,2.8744516414592032e-06,9.581505471530676e-07,0.0,4.790752735765338e-07,d8a7b53caed1c900
2025-06-28 21:00:00+00:00,1.916301094306135e-06,4.790752735765338e-07,0.0,0.0,63f3bb27c3440d6f
2025-07-09 22:00:00+00:00,7.186129103648007e-06,9.581505471530676e-07,0.0,1.4372258207296016e-06,70f9b22b4ba0ce5d
2025-06-19 15:00:00+00:00,1.916301094306135e-06,9.581505471530676e-07,0.0,0.0,b52cb616acee365f
2025-07-04 19:00:00+00:00,1.5809484028025618e-05,4.790752735765338e-07,1.4372258207296016e-06,0.0,3371d45b3679b943
2025-06-13 16:00:00+00:00,7.66520437722454e-06,4.790752735765338e-07,0.0,0.0,7cab43fab53aa5c3
2025-07-06 17:00:00+00:00,4.790752735765338e-07,0.0,0.0,0.0,9abf14e3194ae71b
2025-07-03 12:00:00+00:00,2.3953763678826692e-06,0.0,0.0,0.0,1a28d247f9f20b81
2025-06-16 10:00:00+00:00,3.353526915035737e-06,0.0,3.353526915035737e-06,0.0,1d478c8e961377bc
2025-06-22 20:00:00+00:00,4.790752735765338e-07,4.790752735765338e-07,0.0,0.0,7b96fbeb95a118ca
2025-06-23 19:00:00+00:00,3.353526915035737e-06,0.0,9.581505471530676e-07,0.0,d8b8d7f2ca2255f4
2025-07-06 20:00:00+00:00,4.790752735765338e-07,4.790752735765338e-07,0.0,4.790752735765338e-07,129bd5585a787b2e
2025-06-24 20:00:00+00:00,4.790752735765338e-07,0.0,0.0,0.0,594772385d83b276
2025-07-01 23:00:00+00:00,8.62335492437761e-06,0.0,9.581505471530676e-07,0.0,b26e09fcfa1b1b56
2025-07-03 13:00:00+00:00,2.0121161490214423e-05,0.0,1.916301094306135e-06,0.0,eb8005c0d423e3c8
2025-07-04 17:00:00+00:00,3.353526915035737e-06,0.0,0.0,0.0,a0285e4a2ddf62f8
2025-06-22 21:00:00+00:00,9.581505471530676e-07,0.0,0.0,0.0,bb887c52c4e589dc
2025-06-17 22:00:00+00:00,9.581505471530676e-07,4.790752735765338e-07,0.0,4.790752735765338e-07,76802414ceb62c4a
2025-07-01 13:00:00+00:00,4.790752735765338e-07,0.0,4.790752735765338e-07,0.0,2a15da8b133ef536
2025-06-28 16:00:00+00:00,2.1558387310944024e-05,4.790752735765338e-07,4.311677462188805e-06,0.0,4f755a66e6c2fdbd
2025-06-30 20:00:00+00:00,4.7907527357653384e-06,0.0,0.0,0.0,7e7d6c2f1bcd6507
2025-06-09 10:00:00+00:00,8.62335492437761e-06,0.0,9.581505471530676e-07,0.0,ce0fc99b4582942f
2025-06-24 13:00:00+00:00,8.62335492437761e-06,0.0,4.790752735765338e-07,0.0,d7491e729e56d561
2025-06-24 11:00:00+00:00,3.83260218861227e-06,0.0,9.581505471530676e-07,0.0,58df55caeda85f6e
2025-06-09 13:00:00+00:00,4.790752735765338e-07,0.0,0.0,0.0,8ca3998458c699bf
2025-06-07 15:00:00+00:00,1.4372258207296016e-06,0.0,0.0,0.0,5cf5f31a09d1a088
2025-07-01 21:00:00+00:00,4.790752735765338e-07,0.0,0.0,0.0,0495ee934415e2f6
2025-06-12 02:00:00+00:00,4.790752735765338e-07,0.0,0.0,0.0,346f894cb33e8dcc
2025-06-26 15:00:00+00:00,1.4372258207296016e-06,0.0,0.0,0.0,e25370cbe3158b7e
2025-07-08 22:00:00+00:00,1.3414107660142947e-05,0.0,2.3953763678826692e-06,0.0,6705dad053657e7a
2025-07-05 13:00:00+00:00,2.3953763678826692e-06,0.0,4.790752735765338e-07,0.0,a97970e15e80aa2f
2025-06-11 16:00:00+00:00,3.83260218861227e-06,4.790752735765338e-07,0.0,0.0,b0aef431694f9e16
2025-06-25 15:00:00+00:00,9.581505471530676e-07,0.0,0.0,0.0,29ab7d103678fb32
2025-06-29 23:00:00+00:00,4.790752735765338e-07,0.0,0.0,0.0,795333c4c6ec0737
2025-06-25 16:00:00+00:00,4.311677462188805e-06,0.0,0.0,0.0,0eac86cf40de8350
2025-06-21 14:00:00+00:00,1.1497806565836813e-05,4.790752735765338e-07,4.790752735765338e-07,0.0,689050182f3906fb
2025-07-03 14:00:00+00:00,9.581505471530676e-07,0.0,0.0,0.0,baec1f2344ebf943
2025-06-29 15:00:00+00:00,4.790752735765338e-07,0.0,0.0,0.0,0ca51895cd438e51
2025-06-25 19:00:00+00:00,1.868393566948482e-05,0.0,4.311677462188805e-06,0.0,86220ef38f3af803
2025-06-28 00:00:00+00:00,9.581505471530676e-07,0.0,0.0,0.0,26b9b952d9503d51
2025-06-25 20:00:00+00:00,2.3953763678826692e-06,0.0,4.790752735765338e-07,0.0,5c9f9dbb74ac47bc
2025-06-09 23:00:00+00:00,1.916301094306135e-06,0.0,4.790752735765338e-07,0.0,06e54cc473ee8de5
2025-06-15 06:00:00+00:00,2.8744516414592032e-06,0.0,0.0,0.0,d09ad5c2ce1059e7
2025-06-14 01:00:00+00:00,7.66520437722454e-06,0.0,2.3953763678826692e-06,0.0,27b7d7b814ae4ba2
2025-06-28 15:00:00+00:00,1.4372258207296016e-06,0.0,0.0,0.0,6a40528e5b3cc91e
2025-06-22 13:00:00+00:00,0.0,0.0,4.790752735765338e-07,0.0,fdc4cf56626d062c
2025-07-05 17:00:00+00:00,4.790752735765338e-07,4.790752735765338e-07,0.0,0.0,129bd5585a787b2e
2025-06-14 20:00:00+00:00,0.0,0.0,4.790752735765338e-07,0.0,6612593f558c7a78
2025-06-27 20:00:00+00:00,4.790752735765338e-07,0.0,0.0,0.0,6f3856ffa986b69f
