ts_hour,total_search_impression,total_search_click,user_id_hashed
2025-06-27 19:00:00+00:00,0.0001173734420262508,1.4372258207296016e-06,54c40ed467463ef3
2025-06-24 15:00:00+00:00,1.0539656018683744e-05,2.8744516414592032e-06,6e60b4c0a7b3c022
2025-06-16 20:00:00+00:00,0.00016096929192171538,1.868393566948482e-05,422522b33ded085f
2025-07-06 22:00:00+00:00,5.509365646130139e-05,2.3953763678826692e-06,360ed556cdd1bddd
2025-06-20 19:00:00+00:00,5.0302903725536056e-05,5.7489032829184065e-06,b22a385d5b3cb77b
2025-06-11 20:00:00+00:00,4.4074925169041114e-05,6.707053830071474e-06,3558e539a661627e
2025-06-30 13:00:00+00:00,0.0001743833995818583,6.22797855649494e-06,b2f96f5c312ba329
2025-07-08 17:00:00+00:00,0.00014372258207296016,1.916301094306135e-06,8cf49efac722378a
2025-06-27 14:00:00+00:00,2.9223591688168565e-05,4.790752735765338e-07,a8840e73f0c191b3
2025-06-26 13:00:00+00:00,2.8744516414592032e-06,1.916301094306135e-06,7fa3f2fc7836081f
2025-06-15 15:00:00+00:00,3.2098043329627765e-05,9.581505471530676e-07,f59c073339f88799
2025-06-13 17:00:00+00:00,0.00014515980789368976,6.707053830071474e-06,1953c4080e7c3dfa
2025-07-01 11:00:00+00:00,1.628855930160215e-05,0.0,94d8d1a1312808c3
2025-07-02 07:00:00+00:00,0.0003564320035409412,6.22797855649494e-06,d9174adfd72b9ff3
2025-06-18 22:00:00+00:00,9.868950635676597e-05,0.0,cf58925c4486a34c
2025-06-17 17:00:00+00:00,5.317735536699526e-05,0.0,eb6527ca71919ea8
2025-06-26 16:00:00+00:00,9.581505471530676e-07,4.790752735765338e-07,9557129695a29030
2025-07-05 12:00:00+00:00,9.294060307384756e-05,4.790752735765338e-07,fc032f56238c0df4
2025-06-17 14:00:00+00:00,1.916301094306135e-06,0.0,cfff1d977b6444c1
2025-07-08 17:00:00+00:00,3.83260218861227e-06,1.4372258207296016e-06,1266e933e238e540
2025-06-29 20:00:00+00:00,1.9163010943061354e-05,4.790752735765338e-07,f235c4c0111e58da
2025-07-04 11:00:00+00:00,2.491191422597976e-05,0.0,2cc77f136f6ec3fd
2025-07-03 12:00:00+00:00,2.1558387310944024e-05,4.790752735765338e-07,6ce7363243a99fea
2025-06-13 21:00:00+00:00,5.748903282918406e-05,9.581505471530676e-07,292dc09d5729d626
2025-06-30 11:00:00+00:00,3.83260218861227e-06,0.0,987ab9679188d812
2025-07-11 15:00:00+00:00,2.0600236763790955e-05,9.581505471530676e-07,44ac995d4ebc942c
2025-07-05 20:00:00+00:00,6.707053830071474e-06,2.3953763678826692e-06,c990ff9a17db5f17
2025-07-02 18:00:00+00:00,6.707053830071474e-06,9.581505471530676e-07,4517a6e03f04c200
2025-06-13 18:00:00+00:00,5.0302903725536056e-05,1.4372258207296016e-06,d7d4c624418f9b50
2025-06-12 16:00:00+00:00,3.25771186032043e-05,0.0,854a773f0beba1ab
2025-06-28 20:00:00+00:00,1.916301094306135e-06,0.0,8e01a746a044a13b
2025-06-26 14:00:00+00:00,8.62335492437761e-06,0.0,61d52e31b3cb65fd
2025-07-05 19:00:00+00:00,0.00024959821753337414,6.22797855649494e-06,5c9bebf0afb602c2
2025-07-08 22:00:00+00:00,4.120047352758191e-05,9.581505471530676e-07,f84a5bd367a365e7
2025-06-17 09:00:00+00:00,7.66520437722454e-06,4.790752735765338e-07,022f93398aa20448
2025-06-21 11:00:00+00:00,4.0242322980428845e-05,4.790752735765338e-07,a0dbd5ad6934d858
2025-06-27 19:00:00+00:00,1.916301094306135e-06,0.0,500613ac2ffe3ba0
2025-06-24 10:00:00+00:00,1.1497806565836813e-05,9.581505471530676e-07,7cfec4a34adc47dc
2025-06-20 22:00:00+00:00,0.0005514156398865904,9.102430197954142e-06,b47219ad65096a7d
2025-06-26 15:00:00+00:00,1.916301094306135e-06,4.790752735765338e-07,4bfafed08fe93682
2025-06-14 12:00:00+00:00,0.0005595599195373915,1.916301094306135e-06,fd172b5b58f2cd55
2025-06-25 17:00:00+00:00,8.62335492437761e-06,0.0,7a68895a1ecdac0f
2025-06-28 22:00:00+00:00,0.00024241208842972612,3.83260218861227e-06,b783e4a73bea082b
2025-06-25 17:00:00+00:00,1.916301094306135e-06,0.0,3a1385ffc27a4ada
2025-06-13 14:00:00+00:00,9.581505471530677e-06,9.581505471530676e-07,20759229b5ffe51c
2025-06-21 12:00:00+00:00,6.707053830071474e-06,1.916301094306135e-06,9a0d4eff900000c0
